,EN,FR
4266,She is wrong.,Elle a tort.
4267,She is young.,Elle est jeune.
4268,She knows me.,Elle me connaît.
4269,She liked it.,Elle l'apprécia.
4270,She liked it.,Elle l'a apprécié.
4271,She liked it.,Elle a aimé ça.
4272,She loves me.,Elle m'aime.
4273,She may come.,Peut-être viendra-t-elle.
4274,She shot him.,Elle lui tira dessus.
4275,She shot him.,Elle le descendit.
4276,She shrieked.,Elle a crié.
4277,She shrieked.,Elle cria.
4278,She stood up.,Elle se leva.
4279,She sued him.,Elle l'a poursuivi en justice.
4280,She sued him.,Elle le poursuivit en justice.
4281,She sued him.,Elle lui a fait un procès.
4282,She sued him.,Elle lui fit un procès.
4283,She was busy.,Elle était occupée.
4284,She went out.,Elle est partie.
4285,She went out.,Elle sortit.
4286,Should we go?,Devrions-nous y aller ?
4287,Someone came.,Quelqu'un est venu.
4288,Stay a while.,Reste un moment !
4289,Stay with me.,Reste avec moi.
4290,Stay with me.,Restez avec moi.
4291,Stay with us.,Reste avec nous.
4292,Stay with us.,Restez avec nous.
4293,Stay with us.,Demeure avec nous.
4294,Stay with us.,Demeurez avec nous.
4295,Step forward.,Fais un pas en avant.
4296,Step forward.,Avancez d'un pas.
4297,Stop arguing.,Arrête de te disputer !
4298,Stop arguing.,Arrête de te quereller !
4299,Stop arguing.,Arrêtez de vous quereller !
4300,Stop arguing.,Arrêtez de vous disputer !
4301,Stop filming.,Arrête de filmer.
4302,Stop gawking.,Arrête de bayer aux corneilles.
4303,Stop reading.,Arrêtez de lire.
4304,Stop reading.,Arrête de lire.
4305,Stop smoking.,Arrête de fumer.
4306,Stop staring.,Arrête de me fixer !
4307,Stop staring.,Arrêtez de me fixer !
4308,Stop talking.,Arrête de parler.
4309,Stop the car.,Arrête la voiture !
4310,Stop the car.,Arrêtez la voiture !
4311,Stop whining.,Arrête de râler.
4312,Stop whining.,Arrête de geindre.
4313,Stop yelling!,Arrête de hurler !
4314,Stop yelling!,Arrêtez de hurler !
4315,Stop yelling!,Cesse de hurler !
4316,Stop yelling!,Cessez de hurler !
4317,Stop yelling.,Arrête de hurler.
4318,Stop yelling.,Arrêtez de hurler.
4319,Sweet dreams!,Fais de beaux rêves !
4320,Sweet dreams!,Faites de beaux rêves !
4321,Take a break.,Fais une pause !
4322,Take a break.,Faites une pause !
4323,Take a break.,Fais une pause.
4324,Take a whiff.,Prends une bouffée.
4325,Take it easy!,Détendez-vous !
4326,Take it easy!,"Relaxe, Max !"
4327,Take it easy!,"Cool, Raoul !"
4328,Take it easy!,Relaxe !
4329,Take it easy.,Reste cool.
4330,Take me home.,Amène-moi à la maison.
4331,Take my hand.,Prends ma main.
4332,Tell me more.,Dis-m'en davantage.
4333,Tell me more.,Conte-m'en davantage !
4334,Thanks a lot.,Merci bien.
4335,Thanks a lot.,Mille mercis.
4336,Thanks again.,"Encore une fois, merci."
4337,That is mine.,C'est le mien.
4338,That is mine.,C'est la mienne.
4339,That is mine.,C'est à moi.
4340,That will do.,Ça fera l'affaire.
4341,That's a lie.,Il s'agit d'un mensonge.
4342,That's a lot!,C'est beaucoup !
4343,That's clear.,C'est clair.
4344,That's crazy.,C'est fou.
4345,That's crazy.,C'est dingue.
4346,That's funny.,C'est amusant.
4347,That's funny.,C'est drôle.
4348,That's great!,C'est grand !
4349,That's great!,Super !
4350,That's right!,C'est vrai !
4351,That's right!,C'est juste !
4352,That's right.,C'est exact.
4353,That's right.,C'est juste.
4354,That's weird.,C'est bizarre.
4355,They approve.,Ils approuvent.
4356,They approve.,Elles approuvent.
4357,They crashed.,Ils se sont écrasés.
4358,They crashed.,Elles se sont écrasées.
4359,They escaped.,Ils se sont échappés.
4360,They escaped.,Elles se sont échappées.
4361,They gave up.,Ils ont abandonné.
4362,They gave up.,Elles ont abandonné.
4363,They gave up.,Ils abandonnèrent.
4364,They gave up.,Elles abandonnèrent.
4365,They hate us.,Ils nous détestent.
4366,They hate us.,Elles nous détestent.
4367,They know us.,Ils nous connaissent.
4368,They know us.,Elles nous connaissent.
4369,They laughed.,Ils ont ri.
4370,They laughed.,Elles ont ri.
4371,They refused.,Ils ont refusé.
4372,They refused.,Elles ont refusé.
4373,They relaxed.,Ils se sont détendus.
4374,They relaxed.,Elles se sont détendues.
4375,They said no.,Ils dirent non.
4376,They said no.,Elles dirent non.
4377,They said no.,Ils ont dit non.
4378,They said no.,Elles ont dit non.
4379,They sweated.,Ils ont transpiré.
4380,They sweated.,Elles ont transpiré.
4381,They'll grow.,Ils grandiront.
4382,They'll grow.,Elles grandiront.
4383,They're back.,Ils sont de retour.
4384,They're back.,Elles sont de retour.
4385,They're boys.,Ce sont des garçons.
4386,They're cold.,Ils sont froids.
4387,They're cold.,Elles sont froides.
4388,They're cool.,Ils sont sympa.
4389,They're cool.,Elles sont sympa.
4390,They're cops.,Ce sont des flics.
4391,They're cute.,Ils sont mignons.
4392,They're cute.,Elles sont mignonnes.
4393,They're dead.,Ils sont décédés.
4394,They're dead.,Elles sont décédées.
4395,They're done.,Ils ont terminé.
4396,They're done.,Elles ont terminé.
4397,They're free.,Ils sont libres.
4398,They're free.,Elles sont libres.
4399,They're gone.,Ils sont partis.
4400,They're gone.,Elles sont parties.
4401,They're gone.,Il n'y en a plus.
4402,They're here.,Ils sont là.
4403,They're mine.,Ils sont à moi.
4404,They're mine.,Ils sont miens.
4405,They're mine.,Ce sont les miens.
4406,They're mine.,Ce sont les miennes.
4407,They're mine.,Elles sont miennes.
4408,They're mine.,Elles sont à moi.
4409,They're rich.,Ils sont riches.
4410,They're rich.,Elles sont riches.
4411,They're safe.,Ils vont bien.
4412,They're safe.,Ils sont en sécurité.
4413,They're safe.,Elles sont en sécurité.
4414,They're weak.,Ils sont faibles.
4415,They're weak.,Elles sont faibles.
4416,Things break.,Les choses se cassent.
4417,This is cool.,C'est cool.
4418,This is cool.,C'est sympa.
4419,This is easy.,C'est simple.
4420,This is fine.,C'est parfait.
4421,This is food.,C'est de la nourriture.
4422,This is free.,C'est gratuit.
4423,This is gold.,C'est de l'or.
4424,This is hers.,Ce sont les siens.
4425,This is hers.,Ce sont les siennes.
4426,This is huge.,C'est énorme.
4427,This is lame.,C'est mauvais.
4428,This is life!,C'est la vie !
4429,This is love.,C'est l'amour.
4430,This is love.,C'est de l'amour.
4431,This is mine.,C'est le mien.
4432,This is mine.,Il s'agit du mien.
4433,This is nice.,C'est chouette.
4434,This is ours.,C'est le nôtre.
4435,This is ours.,C'est à nous.
4436,This is sick.,C'est dingue.
4437,This is ugly.,C'est hideux.
4438,This is ugly.,C'est laid.
4439,Tom approves.,Tom est d'accord.
4440,Tom can stay.,Tom peut rester.
4441,Tom can walk.,Tom peut marcher.
4442,Tom finished.,Tom a fini.
4443,Tom got weak.,Tom est devenu faible.
4444,Tom got weak.,Tom devint faible.
4445,Tom hates me.,Tom me déteste.
4446,Tom insisted.,Tom a insisté.
4447,Tom is a man.,Tom est un homme.
4448,Tom is a pig!,Tom est un porc !
4449,Tom is a spy.,Tom est un espion.
4450,Tom is alive.,Tom est en vie.
4451,Tom is awful.,Tom est horrible.
4452,Tom is blind.,Tom est aveugle.
4453,Tom is cruel.,Tom est cruel.
4454,Tom is drunk.,Tom est soûl.
4455,Tom is drunk.,Tom est saoul.
4456,Tom is drunk.,Tom est ivre.
4457,Tom is dying.,Tom meurt.
4458,Tom is dying.,Thomas est mourant.
4459,Tom is funny.,Tom est marrant.
4460,Tom is happy.,Tom est content.
4461,Tom is lying.,Tom ment.
4462,Tom is naive.,Tom est naïf.
4463,Tom is quiet.,Tom est silencieux.
4464,Tom is small.,Tom est petit.
4465,Tom is there.,Tom est là-bas.
4466,Tom listened.,Tom écouta.
4467,Tom loved it.,Tom adorait ça.
4468,Tom needs me.,Tom a besoin de moi.
4469,Tom saw Mary.,Tom a vu Mary.
4470,Tom shrugged.,Tom haussa les épaules.
4471,Tom stole it.,Tom l'a volé.
4472,Tom stutters.,Tom bégaie.
4473,Tom was poor.,Tom était pauvre.
4474,Tom was safe.,Tom était en sécurité.
4475,Tom was safe.,Tom était sain et sauf.
4476,Tom was shot.,Tom s'est fait tirer dessus.
4477,Tom will cry.,Tom va pleurer.
4478,Tom's afraid.,Tom est effrayé.
4479,Tom's afraid.,Tom est apeuré.
4480,Tom's asleep.,Tom est endormi.
4481,Tom's coming.,Tom vient.
4482,Tom's coming.,Tom arrive.
4483,Tom's eating.,Tom est en train de manger.
4484,Tom's famous.,Tom est célèbre.
4485,Tom's famous.,Tom est connu.
4486,Tom's guilty.,Tom est coupable.
4487,Tom's hungry.,Tom a faim.
4488,Tom's polite.,Tom est poli.
4489,Tom's scared.,Tom est effrayé.
4490,Tom's scared.,Tom est apeuré.
4491,Tom's stoned.,Tom est défoncé.
4492,Tom's stoned.,Tom est stone.
4493,Trust no one.,Ne vous fiez à personne !
4494,Trust no one.,Ne te fie à personne !
4495,Trust no one.,Ne fais confiance à personne !
4496,Trust no one.,Ne faites confiance à personne !
4497,Try it again.,Essaie encore.
4498,Try it again.,Essaye encore.
4499,Try it again.,Essaie de nouveau.
4500,Try it again.,Essaye de nouveau.
4501,Try it again.,Essaie à nouveau.
4502,Try it again.,Essaye à nouveau.
4503,Try to sleep.,Essaie de dormir.
4504,Try to sleep.,Essayez de dormir.
4505,Unbelievable!,Incroyable !
4506,Use them all.,Utilise-les tous !
4507,Use them all.,Utilise-les toutes !
4508,Use them all.,Utilisez-les tous !
4509,Use them all.,Utilisez-les toutes !
4510,Wait a while.,Attendez un moment.
4511,Wait a while.,Attends un moment !
4512,Wait for Tom.,Attends Tom.
4513,Wait for Tom.,Attendez Tom.
4514,Wait outside.,Attends dehors.
4515,Wait outside.,Attendez dehors.
4516,"Wake up, Tom.","Réveille-toi, Tom !"
4517,Walk with us.,Marche avec nous.
4518,Walk with us.,Marchez avec nous.
4519,Want a drink?,Veux-tu un verre ?
4520,Was it funny?,Était-ce drôle ?
4521,We all cried.,Nous avons tous pleuré.
4522,We all cried.,Nous avons toutes pleuré.
4523,We apologize.,Nous présentons nos excuses.
4524,We are Arabs.,Nous sommes arabes.
4525,We are happy.,Nous sommes heureux.
4526,We can't win.,Nous ne pouvons par l'emporter.
4527,We could die.,Nous pourrions mourir.
4528,We felt good.,Nous nous sommes sentis bien.
4529,We get on OK.,Nous nous entendons bien.
4530,We get on OK.,On s'entend bien.
4531,We got lucky.,Nous avons eu de la chance.
4532,We got lucky.,On a eu de la chance.
4533,We got ready.,Nous nous sommes apprêtés.
4534,We got ready.,Nous nous sommes apprêtées.
4535,We have hope.,Nous avons de l'espoir.
4536,We have room.,Nous avons de la place.
4537,We have room.,Nous avons de l'espace.
4538,We have wine.,Nous avons du vin.
4539,We knew that.,Nous savions cela.
4540,We live here.,Nous vivons ici.
4541,We love them.,Nous les aimons.
4542,We loved you.,Nous t'aimions.
4543,We loved you.,Nous vous aimions.
4544,We met today.,Nous nous sommes rencontrés aujourd'hui.
4545,We met today.,Nous nous sommes rencontrées aujourd'hui.
4546,We might die.,Il se pourrait que nous mourions.
4547,We must obey.,Il nous faut obéir.
4548,We must talk.,Il nous faut discuter.
4549,We must talk.,Il faut que nous discutions.
4550,We must wait.,Il nous faut attendre.
4551,We need both.,Nous avons besoin des deux.
4552,We need help.,Il nous faut de l'aide.
4553,We need help.,Nous avons besoin d'aide.
4554,We need more.,Nous avons besoin de plus.
4555,We need rest.,Nous avons besoin de repos.
4556,We need time.,Il nous faut du temps.
4557,We needed it.,Nous en avions besoin.
4558,We overslept.,Nous n'avons pas entendu le réveil.
4559,We overslept.,Nous n'entendîmes pas le réveil.
4560,We sat there.,Nous nous sommes assis là-bas.
4561,We should go.,Nous devrions partir.
4562,We succeeded!,Nous avons réussi !
4563,We succeeded.,Nous avons réussi.
4564,We surrender.,Nous nous rendons.
4565,We trust him.,Nous avons confiance en lui.
4566,We want jobs.,Nous voulons des emplois.
4567,We were busy.,Nous étions occupés.
4568,We were busy.,Nous étions occupées.
4569,We'll attack.,Nous attaquerons.
4570,We'll attend.,Nous y assisterons.
4571,We'll decide.,Nous déciderons.
4572,We'll follow.,Nous suivrons.
4573,We'll manage.,Nous y arriverons.
4574,We'll manage.,Nous nous débrouillerons.
4575,We'll manage.,Nous gèrerons.
4576,We'll starve.,Nous mourrons de faim.
4577,We're a team.,Nous sommes une équipe.
4578,We're adults.,Nous sommes des adultes.
4579,We're all OK.,Nous allons tous bien.
4580,We're at war.,Nous sommes en guerre.
4581,We're biased.,Notre point de vue est biaisé.
4582,We're biased.,Nous avons des préjugés.
4583,We're buying.,Nous achetons.
4584,We're closed.,Nous sommes fermés.
4585,We're coming.,Nous venons.
4586,We're dating.,Nous sortons ensemble.
4587,We're doomed.,Nous sommes condamnés.
4588,We're hiding.,Nous nous cachons.
4589,We're inside.,Nous sommes à l'intérieur.
4590,We're joking.,Nous plaisantons.
4591,We're losing.,Nous perdons.
4592,We're losing.,Nous sommes en train de perdre.
4593,We're moving.,Nous sommes en train de bouger.
4594,We're normal.,Nous sommes normaux.
4595,We're normal.,Nous sommes normales.
4596,We're paying.,Nous sommes en train de payer.
4597,We're pooped.,Nous sommes crevés.
4598,We're pooped.,Nous sommes crevées.
4599,We're ruined.,Nous sommes ruinés.
4600,We're ruined.,Nous sommes ruinées.
4601,We're shaken.,Nous sommes remués.
4602,We're shaken.,Nous sommes remuées.
4603,We're sneaky.,Nous sommes sournois.
4604,We're sneaky.,Nous sommes sournoises.
4605,We're strong.,Nous sommes forts.
4606,We're strong.,Nous sommes fortes.
4607,We're trying.,Nous essayons.
4608,Welcome back.,Sois de nouveau le bienvenu !
4609,Welcome back.,Sois de nouveau la bienvenue !
4610,Welcome back.,Soyez de nouveau le bienvenu !
4611,Welcome back.,Soyez de nouveau la bienvenue !
4612,Welcome home.,Bienvenue à la maison.
4613,What a loser!,Quel raté !
4614,What a loser!,Quel naze !
4615,What a nerve!,Quel culot !
4616,What a nerve!,Quel toupet !
4617,What a nerve!,Quelle insolence !
4618,What a night!,Quelle nuit !
4619,What a night!,Quelle soirée !
4620,What a phony!,Quel charlatan !
4621,What a shame!,Quelle honte !
4622,What a shame!,Dommage !
4623,What a shock!,Quel choc !
4624,What a waste!,Quel gâchis !
4625,What a woman!,Quelle femme !
4626,What an idea!,Quelle idée !
4627,What is love?,Qu'est-ce que l'amour ?
4628,What is love?,Qu'est l'amour ?
4629,What is that?,Qu'est-ce que c'est ?
4630,What is that?,Qu'est-ce que c'est que ça ?
4631,What is that?,Qu'est-ce ?
4632,What is this?,Qu'est-ce que c'est ?
4633,What is this?,Qu'est ceci ?
4634,What's wrong?,Qu'est-ce qui ne va pas ?
4635,Where is Tom?,Où est Tom ?
4636,Who are they?,Qui sont-ils ?
4637,Who are they?,Qui sont-elles ?
4638,Who broke it?,Qui l'a cassé ?
4639,Who built it?,Qui l'a construit ?
4640,Who built it?,Qui l'a bâti ?
4641,Who built it?,Qui l'a construite ?
4642,Who built it?,Qui l'a bâtie ?
4643,Who did that?,Qui a fait ça ?
4644,Who did this?,Qui a fait ça ?
4645,Who has come?,Qui est venu ?
4646,Who is there?,Qui est là ?
4647,Who sent you?,Qui t'a envoyé ?
4648,Who sent you?,Qui t'a envoyée ?
4649,Who sent you?,Qui vous a envoyé ?
4650,Who sent you?,Qui vous a envoyée ?
4651,Who told you?,Qui vous l'a dit ?
4652,Who told you?,Qui vous l'a raconté ?
4653,Who vanished?,Qui a disparu ?
4654,Who vanished?,Qui s'est éclipsé ?
4655,Who wants it?,Qui veut ça ?
4656,Who wants it?,Qui en veut ?
4657,Who wants it?,Qui le veut ?
4658,Who was here?,Qui était ici ?
4659,Who was that?,C'était qui ?
4660,Who will pay?,Qui va payer ?
4661,Who will pay?,Qui paiera ?
4662,Who will win?,Qui va gagner ?
4663,Who's coming?,Qui vient ?
4664,Who's hungry?,Qui a faim ?
4665,Why not both?,Pourquoi pas les deux ?
4666,Will he live?,Vivra-t-il ?
4667,Wish me luck.,Souhaite-moi chance !
4668,Wish me luck.,Souhaitez-moi chance !
4669,Won't you go?,Ne vas-tu pas y aller ?
4670,Won't you go?,N'allez-vous pas y aller ?
4671,Write in ink.,Ecrivez à l'encre.
4672,Write to Tom.,Écris à Tom.
4673,Write to Tom.,Écrivez à Tom.
4674,Years passed.,Des années ont passé.
4675,You amuse me.,Tu m'amuses.
4676,You are good.,Vous êtes bon.
4677,You are good.,Vous êtes bonne.
4678,You are good.,Vous êtes bons.
4679,You are good.,Vous êtes bonnes.
4680,You are good.,Tu es bon.
4681,You are good.,Tu es bonne.
4682,You are late.,Tu es en retard.
4683,You are late.,Vous êtes en retard.
4684,You are rich.,Vous êtes riches.
4685,You can come.,Tu peux te joindre.
4686,You can come.,Vous pouvez venir.
4687,You can help.,Tu peux aider.
4688,You can rest.,Vous pouvez vous reposer.
4689,You did that.,Vous avez fait cela.
4690,You did that.,Vous avez fait ça.
4691,You did that.,Tu as fait ça.
4692,You did this.,Tu as fais ceci.
4693,You did this.,Vous avez fait ceci.
4694,You go first.,Vas-y d'abord.
4695,You go first.,Allez-y.
4696,You go first.,Je vous en prie.
4697,You go first.,Toi d'abord.
4698,You go first.,Vous en premier.
4699,You go first.,Je t'en prie.
4700,You hurt him.,Tu l'as blessé.
4701,You look fat.,Vous avez l'air gros.
4702,You look fat.,Tu as l'air gros.
4703,You look fat.,Tu as l'air grosse.
4704,You look fat.,Vous avez l'air grosse.
4705,You may swim.,Vous pouvez nager.
4706,You may swim.,Tu peux nager.
4707,You may swim.,Tu as la permission de nager.
4708,You must run.,Tu dois courir.
4709,You must run.,Vous devez courir.
4710,You promised.,Tu as promis.
4711,You promised.,Vous avez promis.
4712,You scare me.,Tu me fais peur.
4713,You scare me.,Vous me faites peur.
4714,You were shy.,Tu étais timide.
4715,You were shy.,Vous étiez timide.
4716,You will die.,Tu mourras.
4717,You'll be OK.,Ça ira.
4718,You're a pig.,Tu es un égoïste.
